WMO_ID,cast_a,cast_b,gap_hours,delta_Temperature,delta_Salinity,delta_z,delta_Oxygen,suspicion_score
6903876.0,20425980,20426014,1.4061,0.353204,262.984027,260.97856,0.008096,1.759304
6903876.0,20427877,20427902,1.125,61.433162,251.112542,249.437728,,62.558162
6903876.0,20428365,20428386,1.1719,59.739107,255.758428,254.038375,,60.911007
6903876.0,20433383,20433396,1.3129,53.666356,248.165379,246.502102,,54.979256
6903876.0,20437707,20437732,1.219,52.890529,239.176479,237.574264,,54.109529
6903876.0,20442082,20442111,1.3129,55.346389,251.136309,249.452935,,56.659289
6903877.0,20425046,20425090,1.6408,8.251101,179.800978,178.445269,0.00652,9.891901
6903877.0,20425525,20425562,1.5,7.918305,224.892995,223.202998,0.009303,9.418305
6903877.0,20425981,20426015,1.5,1.510942,317.927581,315.455084,0.019691,3.010942
6903877.0,20428847,20428880,1.1719,63.754554,249.321804,247.661442,,64.92645399999999
6903877.0,20429273,20429293,1.172,61.281732,252.719984,251.033077,,62.453731999999995
6903877.0,20433809,20433826,1.125,55.013435,247.227279,245.566411,,56.138435
6903877.0,20442523,20442549,1.3129,43.254439,369.88,367.016804,,44.567339
6903878.0,20422884,20422889,1.6879,5.852497,273.607984,271.504543,0.043067,7.540397
6903878.0,20422893,20422895,1.5,6.951308,271.131676,269.064276,0.021161,8.451308000000001
6903878.0,20422901,20422905,1.5,0.49798,212.77126,211.114975,0.002042,1.99798
6903878.0,20422912,20422915,1.641,3.134754,217.99119,216.314842,0.041092,4.775754
6903878.0,20422918,20422922,1.359,4.212186,271.859422,269.74645,0.023948,5.571186
6903878.0,20422938,20422941,1.3598,3.138757,213.287488,211.655276,0.00636,4.498557
6903878.0,20423019,20423021,1.2658,78.946039,247.886036,246.224144,,80.211839
6903878.0,20424040,20424066,1.3592,73.841943,255.539966,253.812773,,75.201143
6903878.0,20437608,20437647,1.359,73.126863,243.423429,241.784904,,74.485863
6903878.0,20446687,20446704,1.3592,59.472552,380.997114,378.024124,,60.831752
6903878.0,20455560,20455578,1.266,57.328524,378.023333,375.084083,,58.594524
